Date,ClosingPrice,MarketPrice,High,Low
2001/01/02,65.41,63.33,65.47,62.97
2001/01/03,65.38,64.28,65.79,63.99
2001/01/04,70.14,69.19,71.37,69.19
2001/01/05,73.15,70.32,73.23,69.74
2001/01/08,73.83,72.12,74.01,71.98
2001/01/09,74.20,73.41,74.20,71.96
2001/01/10,70.49,73.77,74.66,70.49
2001/01/11,70.38,71.50,71.76,70.09
2001/01/12,74.04,72.70,75.69,72.70
2001/01/15,75.58,74.97,76.75,74.24
2001/01/16,76.16,75.79,76.83,74.19
2001/01/17,75.25,75.78,77.07,74.08
2001/01/18,76.39,75.45,77.53,75.35
2001/01/19,78.60,78.86,78.93,77.70
2001/01/22,79.47,78.96,79.47,77.74
2001/01/26,74.64,78.87,78.93,74.64
2001/01/29,75.16,74.76,75.43,74.05
2001/01/30,74.44,75.76,76.68,74.44
2001/01/31,77.98,74.90,77.98,74.77
2001/02/01,77.27,76.45,78.39,76.32
2001/02/02,76.70,77.55,77.83,75.87
2001/02/05,72.87,74.90,74.98,72.40
2001/02/06,73.81,72.61,73.91,72.10
2001/02/07,72.44,73.58,73.58,72.15
2001/02/08,74.50,72.55,74.50,72.55
2001/02/09,74.91,74.06,75.39,73.09
2001/02/12,75.40,73.94,75.88,73.37
2001/02/13,75.28,75.89,76.17,74.71
2001/02/14,75.90,74.77,76.40,74.38
2001/02/15,75.88,76.92,77.04,75.77
2001/02/16,76.08,76.20,76.93,75.98
2001/02/19,74.91,74.82,75.06,73.86
2001/02/20,76.36,74.73,76.39,74.35
2001/02/21,74.38,75.88,75.88,74.36
2001/02/22,72.93,73.68,73.68,71.41
2001/02/23,72.90,72.45,73.84,72.34
2001/02/26,73.09,73.02,73.53,72.44
2001/02/27,72.06,73.68,74.64,71.93
2001/02/28,72.14,71.24,72.60,71.20
2001/03/02,69.84,71.68,71.68,69.56
2001/03/05,70.76,68.58,70.76,68.58
2001/03/06,71.13,71.29,72.01,70.49
2001/03/07,71.12,71.94,72.27,70.78
2001/03/08,72.47,71.20,72.47,70.98
2001/03/09,70.55,71.46,71.65,70.14
2001/03/12,67.89,69.04,69.39,67.87
2001/03/13,65.82,65.75,66.45,65.08
2001/03/14,67.69,67.55,67.98,67.20
2001/03/15,67.57,65.20,67.64,65.10
2001/03/16,67.10,67.45,67.74,66.85
2001/03/19,66.51,66.17,67.43,65.76
2001/03/20,66.12,67.50,67.55,66.10
2001/03/21,66.26,64.70,66.26,64.66
2001/03/22,65.47,66.04,66.20,65.09
2001/03/23,67.01,66.12,67.15,66.04
2001/03/26,68.04,67.87,68.64,67.48
2001/03/27,66.25,68.07,68.07,66.25
2001/03/28,65.77,67.38,67.41,65.77
2001/03/29,65.18,65.05,66.24,64.77
2001/03/30,65.16,65.32,65.84,64.38
2001/04/02,64.12,64.78,65.01,63.74
2001/04/03,62.62,62.90,63.23,62.01
2001/04/04,61.42,61.75,62.37,61.40
2001/04/06,63.02,64.64,64.66,62.80
2001/04/09,61.81,62.60,63.02,61.81
2001/04/10,60.96,62.26,62.34,60.96
2001/04/11,63.19,62.80,63.35,62.32
2001/04/12,64.05,64.46,64.85,63.77
2001/04/13,64.25,64.64,64.65,63.75
2001/04/16,63.15,64.01,64.51,63.15
2001/04/17,63.92,62.95,64.20,62.79
2001/04/18,67.39,65.16,67.39,64.75
2001/04/19,70.55,71.03,72.97,69.94
2001/04/20,69.62,71.11,71.74,69.60
2001/04/23,70.26,69.99,71.00,69.62
2001/04/24,69.57,69.11,69.71,68.42
2001/04/25,71.01,69.17,71.01,68.94
2001/04/26,70.37,71.43,71.61,70.23
2001/04/27,69.67,70.30,70.67,69.27
2001/04/30,72.45,70.85,72.47,70.74
2001/05/02,73.29,73.63,73.74,72.83
2001/05/03,73.37,73.21,73.42,72.31
2001/05/04,73.51,72.19,73.51,72.19
2001/05/07,74.86,73.89,75.22,73.32
2001/05/08,74.09,74.59,75.02,74.06
2001/05/09,72.53,73.82,73.90,72.43
2001/05/10,72.77,72.54,73.22,72.02
2001/05/11,72.95,72.81,73.12,72.27
2001/05/14,72.99,73.19,73.61,72.56
2001/05/15,72.61,72.93,73.18,72.30
2001/05/16,71.46,72.22,73.20,71.44
2001/05/17,74.72,73.55,74.72,73.23
2001/05/18,75.25,74.48,75.25,74.05
2001/05/21,77.51,76.03,77.76,75.97
2001/05/22,77.37,78.80,78.99,77.37
2001/05/23,77.83,77.60,78.35,77.12
2001/05/24,77.66,76.69,77.96,76.48
2001/05/25,77.81,78.20,79.02,77.68
2001/05/28,77.05,77.25,77.58,76.98
2001/05/29,78.85,76.80,78.86,76.62
2001/05/30,78.33,78.47,78.54,77.33
2001/05/31,76.09,76.26,76.84,75.66
2001/06/01,75.34,76.49,76.68,74.94
2001/06/04,75.74,75.59,76.13,75.17
2001/06/05,74.13,75.91,76.23,74.13
2001/06/07,74.57,73.64,74.62,73.64
2001/06/08,77.19,75.55,77.22,75.52
2001/06/11,75.27,75.95,76.33,75.17
2001/06/12,75.08,74.89,75.78,74.69
2001/06/13,75.90,75.70,75.90,75.08
2001/06/14,75.69,75.71,77.09,75.36
2001/06/15,76.35,75.16,76.35,74.43
2001/06/18,74.85,76.15,76.41,74.72
2001/06/19,74.91,74.49,75.82,74.48
2001/06/20,73.19,74.18,74.30,72.98
2001/06/21,73.20,73.42,73.71,72.43
2001/06/22,73.59,73.45,74.10,72.86
2001/06/25,73.29,73.36,73.98,72.88
2001/06/26,72.29,73.23,73.39,71.96
2001/06/27,71.85,72.13,72.58,71.35
2001/06/28,71.63,72.00,72.65,71.59
2001/06/29,73.20,73.07,73.20,72.42
2001/07/02,73.40,72.87,73.61,72.84
2001/07/03,73.10,73.64,73.64,73.00
2001/07/04,73.55,72.67,73.55,72.09
2001/07/05,73.08,73.79,73.97,72.96
2001/07/06,71.18,71.56,72.03,71.12
2001/07/09,69.06,69.50,69.93,68.54
2001/07/10,68.82,69.45,69.75,68.68
2001/07/11,68.24,67.44,68.89,67.28
2001/07/12,68.88,69.26,69.80,68.88
2001/07/13,67.49,70.35,70.35,67.27
2001/07/16,67.53,67.87,68.26,67.00
2001/07/18,66.49,67.80,67.94,66.29
2001/07/19,67.34,65.72,67.34,65.72
2001/07/20,66.31,66.59,66.83,65.82
2001/07/23,64.85,65.97,66.43,64.59
2001/07/24,65.23,64.27,65.37,63.63
2001/07/25,65.18,64.35,65.40,63.91
2001/07/26,65.46,65.57,65.84,65.22
2001/07/27,66.96,66.45,67.18,66.17
2001/07/30,65.98,67.09,67.09,65.90
2001/07/31,66.98,66.17,66.98,65.85
2001/08/01,69.72,67.59,69.86,66.97
2001/08/02,70.34,70.08,70.92,69.00
2001/08/03,70.46,70.92,70.92,69.81
2001/08/06,70.46,69.95,71.05,69.77
2001/08/07,70.09,69.50,70.27,69.30
2001/08/08,69.89,70.12,70.21,69.24
2001/08/09,67.73,68.39,69.00,67.73
2001/08/10,68.52,68.57,68.87,68.08
2001/08/13,69.26,68.91,69.26,68.03
2001/08/14,71.23,69.66,71.24,69.62
2001/08/16,71.60,70.41,71.85,70.12
2001/08/17,71.56,71.80,72.13,71.05
2001/08/20,69.83,70.01,70.60,69.73
2001/08/21,69.93,70.36,70.49,69.08
2001/08/22,70.76,68.88,70.76,68.88
2001/08/23,70.25,71.20,71.44,70.04
2001/08/24,70.26,70.54,70.72,69.60
2001/08/27,71.53,71.32,72.35,70.95
2001/08/28,71.22,71.44,71.48,70.79
2001/08/29,70.07,70.34,70.53,69.76
2001/08/30,69.81,68.88,69.81,68.71
2001/08/31,67.42,68.40,68.56,67.06
2001/09/03,67.05,67.35,67.68,66.65
2001/09/04,69.22,67.17,69.22,66.80
2001/09/05,68.24,68.12,68.47,67.74
2001/09/06,68.23,68.25,69.16,68.10
2001/09/07,68.50,67.48,68.56,67.19
2001/09/10,67.84,67.53,67.91,67.07
2001/09/11,66.55,67.80,68.17,66.44
2001/09/12,58.59,60.15,61.97,58.48
2001/09/13,61.58,60.92,61.58,59.84
2001/09/14,59.73,61.30,61.30,58.53
2001/09/17,58.36,58.77,58.94,57.78
2001/09/18,60.07,59.88,60.24,59.29
2001/09/19,60.15,59.91,60.78,59.39
2001/09/20,59.34,59.60,59.60,58.48
2001/09/21,58.23,57.56,58.23,57.17
2001/09/24,59.43,58.32,59.43,58.12
2001/09/25,58.17,60.55,60.58,57.95
2001/09/26,58.19,58.26,58.50,57.60
2001/09/27,58.03,57.44,58.03,57.02
2001/09/28,58.91,58.44,59.43,58.02
2001/10/04,61.61,61.35,61.68,60.83
2001/10/05,61.82,61.52,61.82,61.08
2001/10/08,61.04,61.30,61.74,60.76
2001/10/09,62.48,61.65,62.71,61.65
2001/10/10,61.94,61.84,62.14,61.50
2001/10/11,63.71,63.39,63.99,63.24
2001/10/12,63.59,64.88,64.89,62.87
2001/10/15,63.20,63.20,63.69,62.88
2001/10/16,64.20,63.24,64.26,63.18
2001/10/17,64.99,64.96,65.22,64.22
2001/10/18,64.54,64.23,64.79,63.84
2001/10/19,64.98,64.32,65.28,64.10
2001/10/22,64.96,65.46,65.46,64.36
2001/10/23,65.27,65.61,66.25,65.27
2001/10/24,66.81,65.62,66.89,65.45
2001/10/25,66.89,66.98,67.26,66.51
2001/10/26,67.09,67.28,67.55,66.61
2001/10/29,67.73,67.76,68.10,67.19
2001/10/30,65.98,66.61,66.75,65.87
2001/10/31,66.44,65.57,66.44,65.45
2001/11/01,67.24,66.81,67.51,66.19
2001/11/02,68.09,67.74,68.55,67.72
2001/11/05,69.53,68.73,69.53,68.36
2001/11/06,70.03,70.25,70.62,70.03
2001/11/07,69.57,70.22,70.34,69.41
2001/11/08,71.05,69.96,71.31,69.95
2001/11/09,71.60,71.36,71.95,70.61
2001/11/12,72.52,72.25,72.52,71.41
2001/11/13,73.18,72.05,73.29,71.63
2001/11/14,75.52,73.99,75.52,73.72
2001/11/15,75.54,74.82,76.37,74.78
2001/11/16,76.11,75.44,76.35,75.01
2001/11/19,78.13,76.01,78.60,76.01
2001/11/20,76.64,78.64,79.33,76.38
2001/11/21,76.55,75.74,77.32,75.65
2001/11/22,77.78,76.89,77.78,75.80
2001/11/23,80.55,78.18,80.83,78.16
2001/11/26,84.20,81.74,84.20,81.70
2001/11/27,83.65,84.16,85.02,82.53
2001/11/28,78.77,82.57,82.99,78.58
2001/11/29,78.07,77.75,79.85,76.67
2001/11/30,80.03,80.37,80.78,79.61
2001/12/03,80.83,79.96,81.28,78.32
2001/12/04,80.78,80.56,81.59,79.72
2001/12/05,86.14,82.54,87.26,82.54
2001/12/06,85.84,88.59,89.80,84.85
2001/12/07,88.25,86.49,88.84,85.39
2001/12/10,83.41,87.78,87.90,83.02
2001/12/11,83.64,82.26,83.82,81.71
2001/12/12,85.20,83.22,85.45,81.96
2001/12/13,84.36,85.37,85.60,83.31
2001/12/14,82.70,83.10,84.31,82.19
2001/12/17,80.56,82.15,82.26,80.20
2001/12/18,80.18,81.58,82.55,79.59
2001/12/19,80.79,81.44,81.64,80.22
2001/12/20,83.04,81.10,83.35,80.16
2001/12/21,80.43,81.41,81.61,80.00
2001/12/24,80.70,80.82,81.85,80.12
2001/12/26,81.76,81.22,81.92,81.06
2001/12/27,83.71,81.29,84.28,80.74
2001/12/28,86.97,85.30,87.29,85.30
2002/01/02,91.18,87.50,91.20,86.47
2002/01/03,91.52,91.42,92.61,90.83
2002/01/04,94.24,93.81,94.70,93.16
2002/01/07,94.57,94.25,95.43,92.43
2002/01/08,92.21,93.98,94.34,92.21
2002/01/09,94.44,91.84,94.44,91.45
2002/01/10,90.97,93.87,94.26,90.97
2002/01/11,90.96,92.23,92.94,89.82
2002/01/14,93.35,90.18,93.35,90.18
2002/01/15,89.98,91.83,91.83,89.62
2002/01/16,88.99,89.93,90.69,88.99
2002/01/17,89.27,88.02,89.65,87.37
2002/01/18,88.63,89.18,89.90,88.19
2002/01/21,89.72,88.13,89.72,87.63
2002/01/22,90.64,90.25,91.51,89.71
2002/01/23,92.90,89.46,92.93,89.30
2002/01/24,94.88,93.81,95.63,93.60
2002/01/25,97.06,96.38,98.40,95.95
2002/01/28,97.42,98.69,98.69,96.64
2002/01/29,96.48,97.35,97.82,95.95
2002/01/30,93.34,93.20,94.57,92.84
2002/01/31,92.99,94.77,94.90,92.31
2002/02/01,92.46,94.24,94.82,91.99
2002/02/04,91.01,92.32,93.15,90.81
2002/02/05,92.34,89.81,92.34,89.60
2002/02/06,92.47,91.83,92.98,91.76
2002/02/07,90.74,91.82,93.19,90.33
2002/02/08,92.26,91.15,92.26,90.00
2002/02/14,99.99,95.53,99.99,95.31
2002/02/15,98.00,97.96,99.46,97.74
2002/02/18,98.82,97.99,99.53,97.86
2002/02/19,97.81,99.30,99.76,97.49
2002/02/20,97.11,96.76,97.62,96.17
2002/02/21,98.52,98.65,98.75,96.47
2002/02/22,99.11,96.79,99.19,96.59
2002/02/25,99.00,99.64,100.34,98.27
2002/02/26,100.23,100.96,101.56,99.48
2002/02/27,102.97,100.11,102.97,100.11
2002/02/28,102.62,103.30,103.50,102.00
2002/03/04,104.41,105.51,106.18,104.41
2002/03/05,105.51,106.21,106.21,104.58
2002/03/06,105.57,105.24,106.62,104.74
2002/03/07,103.65,106.14,106.40,103.21
2002/03/08,103.04,103.61,104.22,101.81
2002/03/11,103.09,103.40,103.67,102.03
2002/03/12,105.57,102.69,105.57,102.69
2002/03/13,105.94,105.01,106.67,104.61
2002/03/14,106.92,105.51,106.92,103.09
2002/03/15,107.06,105.50,108.05,105.17
2002/03/18,107.99,109.08,109.23,107.21
2002/03/19,110.60,108.34,110.68,107.95
2002/03/20,110.31,111.25,112.39,109.61
2002/03/21,110.09,108.72,110.81,108.72
2002/03/22,111.79,110.72,113.34,109.86
2002/03/25,109.43,112.40,112.66,109.43
2002/03/26,109.85,108.49,110.15,108.47
2002/03/27,112.68,110.68,112.90,110.18
2002/03/28,111.39,112.99,114.33,111.39
2002/03/29,111.84,112.73,113.20,111.57
2002/04/01,109.28,112.53,112.53,109.14
2002/04/02,113.24,109.68,113.24,108.64
2002/04/03,114.79,112.41,115.01,112.14
2002/04/04,114.53,113.90,114.91,113.35
2002/04/08,112.08,114.67,115.44,112.05
2002/04/09,110.70,112.37,112.56,110.11
2002/04/10,106.67,109.89,109.89,106.59
2002/04/11,107.50,107.05,109.00,106.31
2002/04/12,109.51,106.78,109.55,106.59
2002/04/15,112.04,110.01,112.46,109.81
2002/04/16,112.97,112.32,113.42,111.53
2002/04/17,116.90,115.32,117.23,115.18
2002/04/18,117.66,116.31,118.23,116.02
2002/04/19,115.75,117.49,118.01,115.54
2002/04/22,115.63,116.61,118.61,114.58
2002/04/23,116.66,115.33,116.90,114.17
2002/04/24,115.70,116.12,116.88,114.31
2002/04/25,110.37,113.48,114.14,110.37
2002/04/26,109.55,110.19,111.03,108.98
2002/04/29,105.61,106.84,108.76,104.98
2002/04/30,106.39,105.98,106.82,104.55
2002/05/02,108.15,107.96,108.33,106.26
2002/05/03,107.55,107.07,107.94,104.89
2002/05/06,103.50,105.42,105.65,103.50
2002/05/07,103.68,101.86,103.68,101.53
2002/05/08,106.02,105.34,106.91,105.07
2002/05/09,104.92,108.67,109.29,104.92
2002/05/10,102.23,104.51,105.54,101.56
2002/05/13,102.83,101.07,103.62,100.57
2002/05/14,105.31,104.54,105.31,103.84
2002/05/15,108.65,107.02,109.16,107.02
2002/05/16,108.05,108.50,109.26,107.76
2002/05/17,110.36,109.30,110.79,109.20
2002/05/20,108.91,110.46,110.73,108.77
2002/05/21,105.19,107.90,108.58,105.00
2002/05/22,108.76,105.21,108.76,104.13
2002/05/23,106.39,108.10,108.68,106.08
2002/05/24,107.84,107.51,108.55,107.37
2002/05/27,106.06,107.28,108.71,105.47
2002/05/28,107.36,106.80,107.46,105.39
2002/05/29,105.65,106.06,106.13,103.77
2002/05/30,103.28,104.42,105.21,102.78
2002/05/31,100.80,103.18,103.92,100.61
2002/06/03,101.93,100.54,102.31,99.63
2002/06/04,102.07,99.91,102.19,99.39
2002/06/05,102.29,102.95,103.52,102.12
2002/06/07,100.37,100.16,100.81,99.37
2002/06/10,102.40,101.38,102.85,101.23
2002/06/11,102.66,102.14,102.81,101.08
2002/06/12,103.14,101.86,103.14,101.54
2002/06/14,103.05,102.80,104.38,102.78
2002/06/17,101.39,103.34,103.88,101.39
2002/06/18,101.48,103.41,103.86,101.46
2002/06/19,97.43,101.12,102.20,96.66
2002/06/20,97.47,96.63,97.90,95.92
2002/06/21,97.72,96.23,98.37,95.11
2002/06/24,96.58,96.36,97.18,94.89
2002/06/25,95.29,97.36,98.01,95.00
2002/06/26,88.61,92.69,92.69,88.24
2002/06/27,89.72,90.74,91.26,88.81
2002/06/28,93.69,91.44,94.39,91.28
2002/07/02,94.08,91.16,94.64,90.94
2002/07/03,94.87,93.33,95.15,92.35
2002/07/04,96.82,95.98,96.82,94.94
2002/07/05,99.34,96.77,100.56,96.77
2002/07/08,98.66,101.78,101.82,98.11
2002/07/09,101.05,99.30,101.05,98.78
2002/07/10,99.86,100.10,101.07,99.40
2002/07/11,95.91,98.26,98.27,95.91
2002/07/12,99.70,97.99,99.79,97.48
2002/07/15,98.51,99.02,100.66,98.05
2002/07/16,97.03,98.79,99.72,96.57
2002/07/18,97.36,97.34,98.16,96.85
2002/07/19,94.90,95.48,95.86,93.59
2002/07/22,90.71,91.15,92.64,90.49
2002/07/23,93.56,90.06,93.56,89.19
2002/07/24,90.78,91.00,91.30,89.84
2002/07/25,90.84,94.77,94.77,90.84
2002/07/26,87.38,89.92,90.73,86.19
2002/07/29,87.80,88.18,88.72,87.05
2002/07/30,90.95,90.78,91.87,90.73
2002/07/31,90.16,91.10,91.40,90.05
2002/08/01,88.77,90.56,90.56,88.06
2002/08/02,87.81,86.95,88.31,86.32
2002/08/05,84.58,86.46,86.66,84.13
2002/08/06,84.42,82.65,84.55,82.65
2002/08/07,85.00,85.83,86.35,84.76
2002/08/08,85.58,85.63,86.01,84.68
2002/08/09,86.60,87.46,88.32,86.51
2002/08/12,86.92,86.79,87.95,86.53
2002/08/13,88.80,86.85,88.81,86.63
2002/08/14,89.19,87.57,89.59,87.38
2002/08/16,90.21,90.94,91.59,89.84
2002/08/19,90.17,90.88,91.74,89.57
2002/08/20,92.72,92.16,93.22,91.90
2002/08/21,93.84,92.42,94.05,91.99
2002/08/22,93.86,94.34,94.68,93.52
2002/08/23,93.22,94.16,94.90,92.97
2002/08/26,92.40,92.05,92.75,91.86
2002/08/27,90.92,92.68,92.73,90.82
2002/08/28,90.89,90.16,91.93,90.16
2002/08/29,91.06,90.49,91.06,89.96
2002/08/30,92.55,91.20,92.55,90.47
2002/09/02,94.54,92.98,94.54,92.74
2002/09/03,93.01,94.63,94.98,92.99
2002/09/04,90.67,91.20,91.48,89.89
2002/09/05,90.25,91.67,91.68,90.19
2002/09/06,88.76,89.60,90.15,88.47
2002/09/09,87.58,89.56,89.83,87.33
2002/09/10,89.67,88.08,89.67,88.08
2002/09/11,91.14,90.30,91.39,90.00
2002/09/12,93.13,91.22,93.13,90.86
2002/09/13,90.30,91.40,91.57,90.08
2002/09/16,88.43,90.72,90.73,87.94
2002/09/17,91.37,89.84,91.38,89.09
2002/09/18,88.40,88.87,89.16,87.81
2002/09/19,88.41,88.55,89.89,88.14
2002/09/23,85.18,86.83,86.96,84.89
2002/09/24,84.39,83.62,85.01,83.50
2002/09/25,82.60,84.01,84.05,81.86
2002/09/26,83.24,84.55,84.98,82.80
2002/09/27,83.43,83.57,84.53,83.05
2002/09/30,81.37,81.09,81.60,80.43
2002/10/01,82.03,80.31,82.06,80.20
2002/10/02,81.50,83.90,83.93,81.25
2002/10/04,81.91,80.80,82.43,80.17
2002/10/07,78.83,81.03,81.03,78.80
2002/10/08,79.89,78.74,79.89,78.37
2002/10/09,78.02,80.15,80.15,77.84
2002/10/10,73.35,76.86,77.31,73.35
2002/10/11,73.86,75.83,76.04,72.38
2002/10/14,77.27,76.09,77.67,75.96
2002/10/15,79.21,78.11,79.85,77.05
2002/10/16,80.10,80.68,80.70,79.34
2002/10/17,81.16,79.75,81.59,78.73
2002/10/18,84.50,83.23,84.97,82.73
2002/10/21,82.11,83.90,84.16,82.11
2002/10/22,80.34,83.78,83.82,79.48
2002/10/23,82.77,80.53,82.78,79.24
2002/10/24,82.48,83.31,83.94,81.88
2002/10/25,82.65,81.35,83.51,81.34
2002/10/28,85.61,84.10,85.89,83.77
2002/10/29,84.93,85.21,86.23,84.82
2002/10/30,82.97,84.81,84.86,82.17
2002/10/31,83.10,83.79,84.57,82.32
2002/11/01,81.65,82.21,82.90,81.43
2002/11/04,85.04,83.51,85.04,83.05
2002/11/05,84.01,85.03,85.29,83.47
2002/11/06,86.40,85.21,86.51,85.02
2002/11/07,86.25,85.83,87.21,85.23
2002/11/08,85.45,84.47,85.45,83.96
2002/11/11,83.15,84.71,84.71,82.71
2002/11/12,82.74,81.42,83.05,81.25
2002/11/13,82.65,82.94,83.27,81.69
2002/11/14,82.42,82.97,83.40,82.19
2002/11/15,85.26,84.70,85.34,84.19
2002/11/18,84.48,85.25,85.94,84.25
2002/11/19,85.06,83.97,85.24,83.94
2002/11/20,86.50,84.75,86.64,84.41
2002/11/21,87.65,88.28,88.85,87.57
2002/11/22,87.97,89.47,89.51,87.92
2002/11/25,89.68,88.30,89.82,88.23
2002/11/26,89.11,89.63,89.79,88.47
2002/11/27,89.87,88.08,90.02,88.05
2002/11/28,90.72,91.33,92.20,90.61
2002/11/29,92.05,91.39,92.05,90.51
2002/12/02,92.67,92.01,92.85,91.31
2002/12/03,93.52,92.71,93.68,92.22
2002/12/04,90.62,91.92,92.01,90.44
2002/12/05,91.68,90.76,91.69,89.77
2002/12/06,91.03,90.80,91.71,90.28
2002/12/09,89.84,91.30,91.59,89.36
2002/12/10,89.02,88.18,89.40,88.00
2002/12/11,88.51,89.37,89.67,88.14
2002/12/12,90.81,89.12,90.81,88.92
2002/12/13,89.81,90.04,90.26,88.90
2002/12/16,87.72,88.51,88.76,87.50
2002/12/17,89.37,89.22,89.51,88.97
2002/12/18,90.05,88.60,90.42,88.16
2002/12/20,90.19,89.46,90.59,89.22
2002/12/23,87.97,90.53,90.72,87.79
2002/12/24,86.31,87.62,88.15,85.82
2002/12/26,85.59,85.92,86.59,84.91
2002/12/27,83.72,83.84,85.15,83.54
2002/12/30,79.87,83.20,83.20,78.10
2003/01/02,80.72,80.59,81.00,79.29
2003/01/03,84.15,82.86,84.32,82.57
2003/01/06,84.92,84.65,85.07,83.69
2003/01/07,83.03,86.55,86.60,83.01
2003/01/08,82.97,83.57,84.15,82.83
2003/01/09,80.04,81.88,82.00,80.04
2003/01/10,79.93,81.79,81.96,78.61
2003/01/13,82.58,79.76,82.58,79.39
2003/01/14,82.79,82.24,83.15,81.46
2003/01/15,82.52,83.62,84.00,81.86
2003/01/16,82.58,81.35,82.70,80.83
2003/01/17,80.96,81.45,82.67,80.96
2003/01/20,80.72,79.82,80.76,79.63
2003/01/21,80.50,80.88,80.93,79.35
2003/01/22,79.23,79.74,80.37,78.52
2003/01/23,79.57,79.21,79.83,78.22
2003/01/24,77.54,79.63,80.22,76.94
2003/01/27,75.45,76.07,76.07,74.73
2003/01/28,76.46,75.14,76.46,74.97
2003/01/29,74.15,76.52,76.65,73.83
2003/01/30,75.22,74.92,75.49,74.44
2003/02/03,76.30,75.25,76.66,74.46
2003/02/04,76.70,76.50,76.93,75.74
2003/02/05,76.23,75.96,77.08,75.56
2003/02/06,74.74,76.37,76.57,74.32
2003/02/07,73.17,74.49,74.50,72.30
2003/02/10,73.16,72.60,73.48,72.44
2003/02/11,73.01,73.85,74.26,71.09
2003/02/12,74.02,72.62,74.02,72.55
2003/02/13,72.92,74.27,74.33,72.50
2003/02/14,72.86,72.82,73.11,71.79
2003/02/17,76.32,74.84,76.40,74.54
2003/02/18,76.55,76.39,76.93,75.24
2003/02/19,76.22,77.80,78.35,76.16
2003/02/20,76.89,76.32,77.00,75.88
2003/02/21,76.61,76.84,76.84,75.73
2003/02/24,78.32,77.31,78.77,77.31
2003/02/25,75.13,76.76,76.85,75.13
2003/02/26,74.83,75.40,75.83,74.65
2003/02/27,73.80,73.60,74.21,72.93
2003/02/28,72.85,74.28,74.51,72.56
2003/03/03,74.87,73.32,74.92,73.18
2003/03/04,73.07,73.65,73.73,72.60
2003/03/05,70.95,71.83,71.87,70.61
2003/03/06,70.37,71.57,71.58,69.88
2003/03/07,69.33,69.45,70.57,68.98
2003/03/10,69.26,69.32,69.70,68.82
2003/03/11,67.79,67.67,68.62,67.54
2003/03/12,67.65,67.65,68.06,66.76
2003/03/13,67.84,67.53,67.84,65.42
2003/03/14,68.51,69.81,69.95,68.08
2003/03/17,65.64,68.28,68.28,65.25
2003/03/18,68.49,68.50,68.77,67.12
2003/03/19,69.05,68.16,69.71,68.12
2003/03/20,72.40,70.63,72.43,69.87
2003/03/21,73.37,72.52,73.51,71.98
2003/03/24,72.58,73.76,73.76,72.33
2003/03/25,70.70,70.14,71.16,70.08
2003/03/26,70.58,71.60,72.00,70.13
2003/03/27,69.82,70.00,70.17,69.46
2003/03/28,70.77,70.22,70.77,69.21
2003/03/31,68.05,69.63,69.86,67.89
2003/04/01,68.40,67.19,68.41,66.66
2003/04/02,69.00,68.72,69.09,67.65
2003/04/03,69.28,70.70,70.77,69.06
2003/04/04,70.99,68.62,71.12,68.12
2003/04/07,74.63,72.16,75.11,71.64
2003/04/08,74.83,73.36,75.63,73.06
2003/04/09,72.45,74.00,74.17,72.44
2003/04/10,73.56,72.46,73.67,71.95
2003/04/11,74.22,73.45,76.12,73.04
2003/04/14,75.75,75.14,76.99,74.99
2003/04/15,77.13,77.33,77.56,76.34
2003/04/16,79.26,78.63,79.79,78.36
2003/04/17,78.11,78.35,79.04,77.99
2003/04/18,79.67,79.49,79.74,78.54
2003/04/21,79.06,79.54,80.04,78.44
2003/04/22,76.71,78.26,78.26,76.50
2003/04/23,76.06,77.48,77.87,76.04
2003/04/24,74.79,76.09,76.47,74.26
2003/04/25,72.07,73.47,73.47,71.29
2003/04/28,72.41,71.14,72.96,70.74
2003/04/29,76.15,73.92,76.39,73.71
2003/04/30,76.45,76.11,77.08,75.57
2003/05/02,76.12,76.57,76.87,74.15
2003/05/06,77.01,76.86,77.76,76.71
2003/05/07,78.85,77.87,78.90,77.30
2003/05/09,78.90,78.04,78.94,77.53
2003/05/12,80.45,80.58,81.33,80.33
2003/05/13,78.19,80.50,80.84,78.07
2003/05/14,77.57,77.70,78.52,77.04
2003/05/15,78.80,78.05,78.97,76.97
2003/05/16,77.56,78.73,79.17,77.16
2003/05/19,75.63,76.61,76.61,75.14
2003/05/20,76.40,74.27,76.41,74.09
2003/05/21,76.16,76.06,76.52,75.58
2003/05/22,75.43,75.92,77.13,74.90
2003/05/23,77.56,76.38,77.65,76.16
2003/05/26,78.39,77.47,78.96,77.03
2003/05/27,77.94,78.66,78.68,77.24
2003/05/28,79.82,79.91,80.15,79.02
2003/05/29,80.40,79.25,80.90,79.13
2003/05/30,80.53,80.34,80.85,79.61
2003/06/02,82.55,81.92,82.67,81.73
2003/06/03,80.95,81.57,81.83,80.50
2003/06/04,81.40,81.63,81.68,80.32
2003/06/05,81.74,82.38,82.46,81.62
2003/06/09,82.86,81.50,83.00,81.21
2003/06/10,82.77,82.20,83.21,82.02
2003/06/11,82.93,83.03,83.86,82.79
2003/06/12,83.82,83.86,84.36,83.24
2003/06/13,84.79,84.49,85.48,83.54
2003/06/16,83.72,84.28,84.57,83.44
2003/06/17,85.92,85.82,86.29,85.39
2003/06/18,86.04,85.76,86.80,85.59
2003/06/19,88.11,86.75,88.12,86.52
2003/06/20,87.55,87.27,88.16,87.22
